id,tool_type,name,summary,license,programming_language,homepage,source,documentation,funding,funder,paper_url,dependents_count,datetime_added,datetime_checked,datetime_updated,stars,forks,watchers,contributors,last_commit_date,open_issues_count,releases_count,latest_release_date,readme_url,license_url,governance_url,contributing_url,code_of_conduct_url,security_policy_url,sbom_url,openssf_best_practices_url,openssf_best_practices_badge_level,openssf_scorecard_url,openssf_scorecard_score,openssf_scorecard_branch_protection,openssf_scorecard_code_review,openssf_scorecard_maintained,openssf_scorecard_vulnerabilities,development_status,software_heritage_id
kadir-cloakrs,software,,"Rust library and CLI that detects and masks PII across text, logs, JSON, CSV and SQL dumps using universal and locale-specific recognizers.",,,https://github.com/kadir/cloakrs,https://github.com/kadir/cloakrs.git,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
karant-autoredact,software,,"Client-side image redaction tool (browser and CLI) that uses local OCR to detect and blur PII such as emails, IPs, credit cards and API keys, with batch processing.",,,https://autoredact.karant.dev,https://github.com/karant-dev/AutoRedact.git,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
leey21-data-lineage,software,,"Multi-agent framework that reconstructs lineage graphs for post-training LLM datasets by tracing reuse, refinement, merging and derivation signals from Hugging Face dataset cards, GitHub, blogs and papers.",,,https://github.com/Leey21/data-lineage,https://github.com/Leey21/data-lineage.git,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
llm-attributor,software,,Interactive tool to visualize and attribute an LLM's generated text back to specific training data points.,,,,https://github.com/poloclub/LLM-Attributor,,,,,,2026-07-28 19:45,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
lmms-eval,software,,"One-for-all multimodal evaluation toolkit covering text, image, video, and audio, unifying many benchmarks under a single evaluation harness.",,,,https://github.com/EvolvingLMMs-Lab/lmms-eval,,,,,,2026-07-28 21:43,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
machine-genome,software,,"Open identity and provenance protocol for models, agents, harnesses and datasets, with a reference implementation, CLI tooling, and a live public registry with HTTP API.",,,https://machinegenome.org,https://github.com/paxlabs-inc/machine-genome.git,,,,,,2026-07-29 02:10,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
machine-unlearning-comparator,software,,Visual analytics system for comparative evaluation of machine unlearning methods.,,,https://github.com/gnueaj/Machine-Unlearning-Comparator,https://github.com/gnueaj/Machine-Unlearning-Comparator.git,,,,,,2026-07-29 00:03,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
magika,software,,Deep-learning-based file content-type detector (~99% precision/recall across 200+ types) that identifies a file's actual content type regardless of its extension or claimed type.,,,https://google.github.io/magika/,https://github.com/google/magika.git,,,,,,2026-07-29 03:02,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
markllm,software,,"Open-source toolkit implementing multiple LLM text watermarking algorithms (embedding and detection), including several designed for robustness against paraphrasing/removal attacks.",,,https://generative-watermark.github.io/,https://github.com/THU-BPM/MarkLLM,https://aclanthology.org/2024.emnlp-demo.7/,,,,,2026-07-28 12:58,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
masarena,software,,"Modular arena for benchmarking single- and multi-agent LLM systems, with pluggable agents/tools/datasets/evaluators.",,,https://lins-lab.github.io/MASArena,https://github.com/LINs-lab/MASArena,https://lins-lab.github.io/MASArena,,,,,2026-07-28 19:45,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
meta-agents-research-environments,software,,"Comprehensive platform for evaluating AI agents in dynamic, realistic environments.",,,https://github.com/facebookresearch/meta-agents-research-environments,https://github.com/facebookresearch/meta-agents-research-environments.git,,,,,,2026-07-29 00:05,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft-seal,software,,"Easy-to-use, powerful homomorphic encryption library enabling computation directly on encrypted data.",,,https://github.com/microsoft/SEAL,https://github.com/microsoft/SEAL.git,,,,,,2026-07-29 00:13,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
ml-privacy-meter,software,,"A configurable library for auditing data privacy in statistical and ML models via membership inference, range membership inference, dataset usage cardinality inference and differential-privacy lower-bound auditing.",,,https://github.com/privacytrustlab/ml_privacy_meter,https://github.com/privacytrustlab/ml_privacy_meter.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
mlflow,software,,"Open-source ML lifecycle platform including a model registry for versioning, staging, and tracking updates to models.",,,https://mlflow.org,https://github.com/mlflow/mlflow.git,,,,,,2026-07-29 02:44,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
model-provenance-kit,software,,"Determines whether a model derives from a known base model by comparing multi-signal fingerprints (architecture metadata, tokenizer, weight parameters) against a reference database of ~150 base models across 45+ families, combining 8 provenance signals into a pipeline score.",,,https://github.com/cisco-ai-defense/model-provenance-kit,https://github.com/cisco-ai-defense/model-provenance-kit.git,,,,,,2026-07-29 03:02,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
mot,software,Model Openness Tool,"A web application that evaluates and ranks machine learning model releases against the Model Openness Framework's 16 code, data and document components, validating the license declared for each component.",,,https://mot.isitopen.ai/,https://github.com/lfai/model_openness_tool.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
mteb,software,,"Massive Text Embedding Benchmark: state-of-the-art evaluation of embeddings across languages and tasks, the standard multilingual evaluation suite in its ecosystem.",,,,https://github.com/embeddings-benchmark/mteb,,,,,,2026-07-28 21:43,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
nemo-guardrails,software,,"A Python toolkit for adding programmable input, dialog and output guardrails between an application and an LLM, controlling permitted topics, enforcing conversational flows and blocking jailbreaks and prompt injections at inference time.",,,https://docs.nvidia.com/nemo/guardrails/latest/index.html,https://github.com/NVIDIA-NeMo/Guardrails.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
neuralsat,software,,"Neural network formal verification tool based on DPLL(T) SMT solving, supporting fully-connected, convolutional, residual and batch-norm layers with common activation functions; ranked 2nd overall at VNN-COMP 2024 and 2025.",,,https://github.com/dynaroars/neuralsat,https://github.com/dynaroars/neuralsat.git,,,,,,2026-07-29 02:38,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
neuronpedia,software,,"Open-source interpretability platform for browsing and searching sparse-autoencoder features/latents across many open models, tracing attribution graphs/circuits, and steering model behavior by editing activations.",,,https://www.neuronpedia.org/,https://github.com/hijohnnylin/neuronpedia,,,,,,2026-07-29 11:29,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
nnsight,software,,Package enabling interpreting and manipulating the internals of deep learned models.,,,https://github.com/ndif-team/nnsight,https://github.com/ndif-team/nnsight.git,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
opa,software,,"CNCF-graduated, general-purpose policy engine for authorization decisions -- services query OPA with a request like 'can user X call operation Y on resource Z' and receive an allow/deny decision.",,,https://www.openpolicyagent.org,https://github.com/open-policy-agent/opa.git,,,,,,2026-07-29 02:44,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
open-prompt-injection,software,,Benchmark for prompt injection attacks and defenses in LLMs.,,,https://github.com/liu00222/Open-Prompt-Injection,https://github.com/liu00222/Open-Prompt-Injection.git,,,,,,2026-07-29 00:27,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
open-unlearning,software,,"Extensible framework unifying LLM unlearning evaluation across the TOFU/MUSE/WMDP benchmarks, 12+ unlearning methods, and 10+ evaluation metrics.",,,,https://github.com/locuslab/open-unlearning,,,,,,2026-07-28 19:45,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
openagentsafety,software,,Framework for evaluating AI agent safety in realistic environments.,,,https://github.com/sani903/OpenAgentSafety,https://github.com/sani903/OpenAgentSafety.git,,,,,,2026-07-29 00:03,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
opsml,software,,"AI lifecycle governance platform: versioned, encrypted registries ('cards') for data, models, experiments, prompts, and agents, with a UI for visualizing lineage and a CLI/Python/YAML workflow across pre/deploy/post-deployment stages.",,,https://docs.demml.io/opsml,https://github.com/demml/opsml,https://docs.demml.io/opsml,,,,,2026-07-28 13:43,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
osworld,software,,"Benchmark platform providing real computer environments (real OS, real apps) for evaluating multimodal computer-use agents on open-ended tasks.",,,https://os-world.github.io,https://github.com/xlang-ai/OSWorld,https://timothyxxx.github.io/OSWorld/,,,,,2026-07-28 19:45,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
owasp-aibom-generator,software,,"Production tool that generates AI Bills of Materials in CycloneDX 1.6 JSON format from Hugging Face repositories -- model card, licensing, dependency and provenance data -- with a completeness score flagging metadata gaps.",,,https://owasp-genai-aibom.org,https://github.com/GenAI-Security-Project/aibom-generator.git,,,,,,2026-07-29 02:56,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
pair-code-lit,software,,"An interactive, framework-agnostic model-understanding server and notebook widget offering salience maps, embedding-space visualisation, slicing, custom metrics and counterfactual generation for text, image and tabular models.",,,https://pair-code.github.io/lit,https://github.com/PAIR-code/lit.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
pku-beaver,software,,"Modular RLHF framework implementing SFT, RLHF and Safe RLHF with separate reward and cost models, released with human-labelled helpfulness/harmlessness preference data and pre-trained reward and cost checkpoints.",,,https://pku-beaver.github.io,https://github.com/PKU-Alignment/safe-rlhf.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
povertyaction-pii-detection,software,,"Application and Python scripts that identify likely PII columns in survey/field datasets using name, format, sparsity and location-population rules and then drop, encode, or keep them to produce a de-identified dataset.",,,https://github.com/PovertyAction/PII_detection,https://github.com/PovertyAction/PII_detection.git,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
presidio,software,,"A pluggable SDK and service for detecting and de-identifying personal data in text, images, DICOM files and structured data using named-entity recognition, regular expressions, rule-based logic and checksums.",,,https://presidio.dataprivacystack.org,https://github.com/data-privacy-stack/presidio.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
project-codeguard,software,,"Model-agnostic security framework of markdown rules and an MCP server that embeds secure-by-default coding practices into AI coding-assistant workflows (before/during/after code generation), covering input validation, secrets exposure, weak cryptography, unsafe functions, and missing auth logic.",,,https://project-codeguard.org,https://github.com/cosai-oasis/project-codeguard.git,,,,,,2026-07-29 02:51,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
project-moonshot,software,,"A modular toolkit from the AI Verify Foundation that combines benchmark testing and automated red-teaming of LLMs and LLM-based applications, with a CLI, Web UI, APIs and customisable recipes and cookbooks.",,,https://aiverify-foundation.github.io/moonshot/,https://github.com/aiverify-foundation/moonshot.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
pyrit,software,,Python Risk Identification Tool for generative AI -- Microsoft's open-source framework for automated red-teaming.,,,https://github.com/microsoft/PyRIT,https://github.com/microsoft/PyRIT.git,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
pysyft,software,,Perform data science and machine learning on data that remains on someone else's server.,,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft.git,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
quanda,software,,Toolkit for quantitative evaluation of data attribution methods.,,,https://github.com/dilyabareeva/quanda,https://github.com/dilyabareeva/quanda.git,,,,,,2026-07-29 02:22,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
quantus,software,,"eXplainable AI toolkit for responsible, quantitative evaluation of neural network explanation methods (faithfulness, robustness, complexity, etc.), JMLR 2023.",,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus.git,,,,,,2026-07-29 00:11,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
repe,software,,"An installable library registering 'rep-reading' and 'rep-control' HuggingFace pipelines for reading and manipulating population-level internal representations of LLMs, plus a RepReading-based model evaluation framework (RepE_eval).",,,https://www.ai-transparency.org/,https://github.com/andyzoujm/representation-engineering.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
robustbench,software,,Standardized adversarial robustness benchmark (NeurIPS 2021 Benchmarks and Datasets Track).,,,https://github.com/RobustBench/robustbench,https://github.com/RobustBench/robustbench.git,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
sacro-ml,software,,"Tools for assessing the statistical disclosure risk of trained ML models via simulated membership-inference and structural attacks (post-hoc) and training-regime risk assessment (ante-hoc), before a model is released.",,,https://github.com/AI-SDC/SACRO-ML,https://github.com/AI-SDC/SACRO-ML.git,,,,,,2026-07-29 02:38,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
sam247-openredaction,software,,Local-first JavaScript/TypeScript library that detects and redacts PII using 570+ curated regex patterns with checksum and context-aware validation and multiple redaction modes.,,,https://openredaction.com,https://github.com/sam247/openredaction.git,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
samsung-lpvs,software,License Pre-Validation Service,Service that analyzes each patch for the open-source components and licenses it introduces and flags restricted licenses and potential violations with exact code locations.,,,https://samsung.github.io/LPVS/,https://github.com/Samsung/LPVS.git,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
scancode-toolkit,software,,"Scans source trees and packages to detect declared/actual licenses, copyrights, and (now also) known vulnerabilities in code and dependencies; usable as a CLI or a library.",,,https://scancode-toolkit.readthedocs.io,https://github.com/aboutcode-org/scancode-toolkit,https://scancode-toolkit.readthedocs.io,,,,,2026-07-28 12:58,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
seekingdream-dycodeeval,software,,"Dynamic benchmarking framework that uses multi-agent rewriting to generate semantically-equivalent, non-deterministic variants of code benchmarks (HumanEval, MBPP) plus a DyPass@K metric to evaluate code LLMs robustly under data contamination.",,,https://github.com/SeekingDream/DyCodeEval,https://github.com/SeekingDream/DyCodeEval.git,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
shap,software,,Game-theoretic approach (Shapley values) to explain the output of any machine learning model.,,,https://github.com/shap/shap,https://github.com/shap/shap.git,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic-data-generator,software,Synthetic Data Generator,"Framework for generating high-quality structured tabular synthetic data, supporting differential privacy and anonymization so the output is exempt from privacy regulations like GDPR while retaining the original data's essential characteristics.",,,https://github.com/hitsz-ids/synthetic-data-generator,https://github.com/hitsz-ids/synthetic-data-generator.git,,,,,,2026-07-29 00:27,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
tamperbench,software,,"Benchmark for the tamper-resistance of open-weight LLMs: red-teams models with fine-tuning, jailbreak-tuning, and embedding attacks under worst-case hyperparameter sweeps while tracking StrongREJECT safety and MMLU-Pro utility.",,,https://github.com/criticalml-uw/TamperBench,https://github.com/criticalml-uw/TamperBench,,,,,,2026-07-29 15:13,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
tensorflow-data-validation,software,TensorFlow Data Validation,"Library for exploring and validating ML datasets at scale -- computing descriptive statistics, inferring a schema, and detecting anomalies/skew/drift across data batches.",,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation.git,,,,,,2026-07-29 02:53,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
trustee,software,,CNCF Confidential Containers project's attestation and secret-management components: implements the verifier side of TDX/SGX/SEV-SNP remote attestation and gates secret release on the resulting evidence.,,,https://confidential-containers.github.io/trustee/,https://github.com/confidential-containers/trustee,https://confidential-containers.github.io/trustee/,,,,,2026-07-29 15:27,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
trustllm,software,,"A pip-installable evaluation toolkit and benchmark covering six trustworthiness dimensions — truthfulness, safety, fairness, robustness, privacy and machine ethics — across more than 30 datasets, with an end-to-end generation and evaluation pipeline.",,,https://trustllmbenchmark.github.io/TrustLLM-Website/,https://github.com/HowieHwong/TrustLLM.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
trustyai,software,,"A Java explainable-AI library plus REST service and Kubernetes operator providing fairness metrics and model-agnostic explainers for predictive models, with connectors to black-box inference services such as KServe and ModelMesh.",,,https://trustyai.org/,https://github.com/trustyai-explainability/trustyai-explainability.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
vgel-repeng,software,,"A lightweight Python library that trains representation-engineering control vectors from paired contrastive prompts and applies them to a wrapped causal language model at inference, with GGUF export for llama.cpp.",,,https://vgel.me/posts/representation-engineering/,https://github.com/vgel/repeng.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
videoseal,software,,"Open and efficient video and image watermarking, embedding and detecting robust, imperceptible marks.",,,https://github.com/facebookresearch/videoseal,https://github.com/facebookresearch/videoseal.git,,,,,,2026-07-29 02:10,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
what-if-tool,software,,"A no-code TensorBoard/notebook interface for probing black-box classification and regression models, running inference over large example sets, editing examples to generate counterfactuals, and comparing performance and fairness across dataset subsets.",,,https://pair-code.github.io/what-if-tool,https://github.com/PAIR-code/what-if-tool.git,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
wibe,software,,Extensible open-source framework for evaluating the imperceptibility and robustness of watermarking methods (ASE 2025 tool demo).,,,https://github.com/ispras/wibe,https://github.com/ispras/wibe.git,,,,,,2026-07-29 00:07,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
xdmod,software,,"NSF-funded open-source metrics/accounting framework for national HPC/research-computing allocations (originally for XSEDE/ACCESS): tracks job-level resource utilization per allocation, project, and user so funders and operators can audit how a granted compute allocation was actually spent.",,,https://open.xdmod.org/,https://github.com/ubccr/xdmod,,,,,,2026-07-29 15:27,2026-08-06 07:38,2026-08-06 07:38,,,,,,,,,,,,,,,,,,,,,,,,,
ai-incident-database,specification,,"Open, taxonomy-classified database of documented real-world AI incidents spanning many sectors and risk types.",Apache-2.0,,https://incidentdatabase.ai,https://github.com/responsible-ai-collaborative/aiid,,,,,,2026-07-28 19:45,2026-07-28 19:45,2026-07-28 19:45,,,,,,,,,,,,,,,,,,,,,,,,,
aiaaic-repository,specification,,"Database of 1,000+ documented real-world incidents and controversies involving AI, algorithms, and automation, classified by harm type, sector, and technology across several taxonomies (including its own AI/Algorithmic/Automation Harms Taxonomy).",,,https://www.aiaaic.org/aiaaic-repository,https://docs.google.com/spreadsheets/d/1Bn55B4xz21-_Rgdr8BBb2lt0n_4rzLGxFADMlVW0PYI/edit?gid=1051812323#gid=1051812323,https://www.aiaaic.org/about-aiaaic,,,,,2026-07-29 11:01,2026-07-29 12:00,2026-07-29 12:00,,,,,,,,,,,,,,,,,,,,,,,,,
croissant,specification,,A high-level format for machine learning datasets,,,https://mlcommons.org/working-groups/data/croissant/,https://github.com/mlcommons/croissant.git,,,,,,2026-07-25 19:00,2026-07-25 19:00,2026-07-25 19:00,,,,,,,,,,,,,,,,,,,,,,,,,
dpv,specification,Data Privacy Vocabulary,"W3C Community Group vocabulary (RDF/OWL) for describing personal data handling -- processing purposes, legal basis, personal data categories, and technical/organisational measures -- in a machine-readable, interoperable way.",W3C-Software-2023,,https://w3c-cg.github.io/dpv/,https://github.com/w3c-cg/dpv.git,,,,,,2026-07-29 03:00,2026-07-29 03:00,2026-07-29 03:00,,,,,,,,,,,,,,,,,,,,,,,,,
frictionless-data-package,specification,Frictionless Data Package,"Open specification for describing and packaging datasets with structured metadata (schema, provenance, licensing), enabling consistent assessment of a dataset's fitness for a given use.",,,https://datapackage.org,https://github.com/frictionlessdata/datapackage,https://datapackage.org,,,,,2026-07-28 21:46,2026-07-28 21:46,2026-07-28 21:46,,,,,,,,,,,,,,,,,,,,,,,,,
oedp,specification,Open Ethics Data Passport,"Open schema (JSON Schema) for documenting a dataset's origin, including annotation, labeler, and labeling-tool provenance -- distinct from general dataset metadata specs in specifically covering the labeling/annotation process.",,,https://github.com/OpenEthicsAI/OEDP,https://github.com/OpenEthicsAI/OEDP.git,,,,,,2026-07-29 03:00,2026-07-29 03:00,2026-07-29 03:00,,,,,,,,,,,,,,,,,,,,,,,,,
owasp-llm-top10,specification,OWASP Top 10 for Large Language Model Applications,"Widely-adopted, community-maintained risk taxonomy and standard for LLM application security (part of the GenAI Security Project).",CC-BY-SA-4.0,,https://owasp.org/www-project-top-10-for-large-language-model-applications/,https://github.com/OWASP/www-project-top-10-for-large-language-model-applications.git,,,,,,2026-07-29 02:08,2026-07-29 02:08,2026-07-29 02:08,,,,,,,,,,,,,,,,,,,,,,,,,
spdx3,specification,System Package Data Exchange,Open standard for creating software bills of materials,Community-Spec-1.0,,https://spdx.github.io/spdx-spec/v3.0/,https://github.com/spdx/spdx-spec.git,,,,,,2026-07-25 19:00,2026-07-25 19:00,2026-07-25 19:00,,,,,,,,,,,,,,,,,,,,,,,,,
kitops,software,,"Packages and versions AI/ML models, datasets, code, and config as OCI artifacts for reproducible, portable delivery.",,,https://KitOps.org,https://github.com/kitops-ml/kitops,,,,,,2026-08-06 17:15,2026-08-06 17:15,2026-08-06 17:15,,,,,,,,,,,,,,,,,,,,,,,,,
modelstore,software,,"Python library that versions, exports, and saves ML models to local or cloud storage with a queryable history.",,,,https://github.com/operatorai/modelstore,,,,,,2026-08-06 17:15,2026-08-06 17:15,2026-08-06 17:15,,,,,,,,,,,,,,,,,,,,,,,,,
model-signing-spec,specification,,OpenSSF specification for cryptographically signing ML models to prove their integrity and origin.,,NONE,,https://github.com/ossf/model-signing-spec,,,,,,2026-08-06 17:15,2026-08-06 17:15,2026-08-06 17:15,,,,,,,,,,,,,,,,,,,,,,,,,
k8s-aibom,software,,"Kubernetes controller that generates CycloneDX ML-BOM documents at runtime for AI workloads, with auditor-traceable evidence per attribute.",,,,https://github.com/GoogleCloudPlatform/k8s-aibom,,,,,,2026-08-06 17:15,2026-08-06 17:15,2026-08-06 17:15,,,,,,,,,,,,,,,,,,,,,,,,,
sbom-tools,software,,"Semantic SBOM/CBOM/AI-BOM diffing, quality scoring, and regulatory compliance validation for CycloneDX/SPDX documents.",,,https://sbom.tools,https://github.com/sbom-tool/sbom-tools,,,,,,2026-08-06 17:15,2026-08-06 17:15,2026-08-06 17:15,,,,,,,,,,,,,,,,,,,,,,,,,
trusera-ai-bom,software,,"Discovers every AI agent, model, and API present in an organization's infrastructure to produce an AI bill of materials.",,,https://trusera.dev,https://github.com/Trusera/ai-bom,,,,,,2026-08-06 17:15,2026-08-06 17:15,2026-08-06 17:15,,,,,,,,,,,,,,,,,,,,,,,,,
xbom,software,,"Generates xBOMs (SBOM extended with AI, SaaS, and crypto components) from static code analysis.",,,https://safedep.io,https://github.com/safedep/xbom,,,,,,2026-08-06 17:15,2026-08-06 17:15,2026-08-06 17:15,,,,,,,,,,,,,,,,,,,,,,,,,
casdoor,software,,"Open-source, agent-first identity and access management platform with an auth server, MCP/LLM agent gateway, and support for OAuth, OIDC, SAML, WebAuthn, and MFA.",,,https://casdoor.ai,https://github.com/casdoor/casdoor,,,,,,2026-08-06 17:20,2026-08-06 17:20,2026-08-06 17:20,,,,,,,,,,,,,,,,,,,,,,,,,
zeroid,software,,Autonomous Agent Identity Management System (AAIMS) for issuing and verifying identity to AI agents.,,,https://highflame.com/,https://github.com/highflame-ai/zeroid,,,,,,2026-08-06 17:20,2026-08-06 17:20,2026-08-06 17:20,,,,,,,,,,,,,,,,,,,,,,,,,
deepsecure,software,,"Identity, credential, and access management for AI agents and AI-powered workflows, from prototype to production.",,,,https://github.com/DeepTrail/deepsecure,,,,,,2026-08-06 17:20,2026-08-06 17:20,2026-08-06 17:20,,,,,,,,,,,,,,,,,,,,,,,,,
