id,tool_type,name,summary,license,programming_language,homepage,source,documentation,funding,funder,stars,forks,watchers,contributors,last_commit_date,open_issues_count,releases_count,latest_release_date,readme_url,license_url,governance_url,contributing_url,code_of_conduct_url,security_policy_url,sbom_url,paper_url,openssf_best_practices_url,openssf_best_practices_badge_level,openssf_scorecard_url,openssf_scorecard_score,openssf_scorecard_branch_protection,openssf_scorecard_code_review,openssf_scorecard_maintained,openssf_scorecard_vulnerabilities,development_status,software_heritage_id,datetime_added,datetime_checked,datetime_updated
decodingtrust,software,DecodingTrust,"Comprehensive trustworthiness assessment suite for LLMs with scripts and data organised into eight areas: toxicity, stereotype and bias, adversarial robustness, out-of-distribution robustness, privacy, robustness to adversarial demonstrations, machine ethics and fairness.",CC-BY-SA-4.0,Python,https://decodingtrust.github.io/,https://github.com/AI-secure/DecodingTrust.git,,,,314,61,5,13,2024-09-16,15,0,,https://github.com/AI-secure/DecodingTrust/blob/main/README.md,https://github.com/AI-secure/DecodingTrust/blob/main/LICENSE,,,,,https://api.github.com/repos/AI-secure/DecodingTrust/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
deepchecks,software,Deepchecks,"Continuous validation and testing suite for ML models and data, covering data integrity, distribution drift, and model performance checks.",AGPL-3.0,Python,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks.git,,,,4040,301,24,56,2025-12-28,264,62,2024-12-15,https://github.com/deepchecks/deepchecks/blob/main/README.md,,,https://github.com/deepchecks/deepchecks/blob/main/CONTRIBUTING.rst,https://github.com/deepchecks/deepchecks/blob/main/CODE_OF_CONDUCT.md,,https://api.github.com/repos/deepchecks/deepchecks/dependency-graph/sbom,http://jmlr.org/papers/v23/22-0281.html,,,https://scorecard.dev/viewer/?uri=github.com/deepchecks/deepchecks,4.2,-1,10,0,,,,2026-07-29 02:53,2026-08-06 07:38,2026-08-06 07:38
deepfakebench,software,DeepfakeBench,"Comprehensive benchmark suite for deepfake detection: unified data processing, training/evaluation of 15+ detector models, and standardized evaluation protocols. Licensed CC BY-NC 4.0 (non-commercial, not OSI-approved open source) -- flagged for review, not a standard permissive/copyleft license.",CC-BY-NC-4.0,Python,,https://github.com/SCLBD/DeepfakeBench,,,,1079,184,16,8,2025-08-20,98,4,2024-05-27,https://github.com/SCLBD/DeepfakeBench/blob/main/README.md,,,,,,,,,,,,,,,,,,2026-07-28 12:58,2026-08-06 07:38,2026-08-06 07:38
deepsafe,software,DeepSafe,"Modular, self-hostable platform that runs an ensemble of deepfake detection models (image/video/audio) behind a single API gateway, fusing their outputs via voting/averaging/stacking.",MIT,Python,,https://github.com/siddharthksah/DeepSafe,,,,115,41,4,1,2026-03-28,2,0,,https://github.com/siddharthksah/DeepSafe/blob/main/README.md,https://github.com/siddharthksah/DeepSafe/blob/main/LICENSE,,https://github.com/siddharthksah/DeepSafe/blob/main/CONTRIBUTING.md,https://github.com/siddharthksah/DeepSafe/blob/main/CODE_OF_CONDUCT.md,,https://api.github.com/repos/siddharthksah/DeepSafe/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 12:58,2026-08-06 07:38,2026-08-06 07:38
diffprivlib,software,Diffprivlib,"IBM's differential privacy library, exposing DP mechanisms in a scikit-learn-compatible API for privacy-preserving machine learning.",MIT,Python,,https://github.com/IBM/differential-privacy-library,,,,919,208,28,10,2025-09-17,11,15,2025-04-10,https://github.com/IBM/differential-privacy-library/blob/main/README.md,https://github.com/IBM/differential-privacy-library/blob/main/LICENSE.md,,,https://github.com/IBM/differential-privacy-library/blob/main/code_of_conduct.md,,https://api.github.com/repos/IBM/differential-privacy-library/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/IBM/differential-privacy-library,4.7,6,1,0,,,,2026-07-28 20:14,2026-08-06 07:38,2026-08-06 07:38
dsgai-scanner,software,DSGAI Scanner,"OWASP GenAI Data Security Initiative's versioned scanner auditing GenAI/agentic repos against 21 data-security controls (credential/identity risk, training-data exposure, RAG access control, supply-chain CVE enrichment) via 107 pattern-matching rules, with SARIF/HTML output.",CC-BY-SA-4.0,JavaScript,https://github.com/GenAI-Security-Project/GenAI-Data-Security-Initiative,https://github.com/GenAI-Security-Project/GenAI-Data-Security-Initiative.git,,,,18,12,1,6,2026-07-20,20,2,2026-07-18,https://github.com/GenAI-Security-Project/GenAI-Data-Security-Initiative/blob/main/README.md,,,https://github.com/GenAI-Security-Project/GenAI-Data-Security-Initiative/blob/main/CONTRIBUTING.md,,https://github.com/GenAI-Security-Project/GenAI-Data-Security-Initiative/blob/main/SECURITY.md,https://api.github.com/repos/GenAI-Security-Project/GenAI-Data-Security-Initiative/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:56,2026-08-06 07:38,2026-08-06 07:38
dstack,software,dstack,"Open framework for confidential AI: runs model-serving containers inside Intel TDX / AMD SEV-SNP confidential VMs with NVIDIA H100 confidential computing, so weights stay encrypted in memory and unreadable even to a compromised host, with remote attestation for verifiable deployment.",Apache-2.0,Rust,https://docs.phala.com/dstack,https://github.com/Dstack-TEE/dstack,https://docs.phala.com/dstack,,,522,91,9,35,2026-08-06,64,38,2026-06-10,https://github.com/Dstack-TEE/dstack/blob/master/README.md,https://github.com/Dstack-TEE/dstack/blob/master/LICENSE,,https://github.com/Dstack-TEE/dstack/blob/master/CONTRIBUTING.md,https://github.com/Dstack-TEE/dstack/blob/master/CODE_OF_CONDUCT.md,https://github.com/Dstack-TEE/dstack/blob/master/SECURITY.md,https://api.github.com/repos/Dstack-TEE/dstack/dependency-graph/sbom,,https://www.bestpractices.dev/projects/10990,in_progress,,,,,,,,,2026-07-29 15:13,2026-08-06 07:38,2026-08-06 07:38
duplodocus,software,Duplodocus,"High-performance exact and fuzzy (MinHash) deduplication CLI for large-scale text datasets, in Rust.",Apache-2.0,Rust,,https://github.com/allenai/duplodocus,,,,93,10,1,3,2026-03-24,5,0,,https://github.com/allenai/duplodocus/blob/main/README.md,https://github.com/allenai/duplodocus/blob/main/LICENSE,,,,,https://api.github.com/repos/allenai/duplodocus/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 20:14,2026-08-06 07:38,2026-08-06 07:38
easyedit,software,EasyEdit,"Easy-to-use knowledge editing and model-editing framework for LLMs, implementing memory-based, meta-learning, locate-then-edit and parameter-efficient methods, with dedicated multilingual (CKnowEdit) and multimodal (MiniGPT-4, BLIP-2, LLaVA-OneVision, Qwen2-VL) editors.",MIT,Jupyter Notebook,https://github.com/zjunlp/EasyEdit,https://github.com/zjunlp/EasyEdit.git,,,,2894,371,25,72,2026-07-14,0,0,,https://github.com/zjunlp/EasyEdit/blob/main/README.md,https://github.com/zjunlp/EasyEdit/blob/main/LICENSE,,,,,https://api.github.com/repos/zjunlp/EasyEdit/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 23:22,2026-08-06 07:38,2026-08-06 07:38
ecologits,software,EcoLogits,Tracks the energy consumption and environmental footprint of using generative AI models through API calls.,MPL-2.0,Python,https://github.com/mlco2/ecologits,https://github.com/mlco2/ecologits.git,,,,311,32,12,17,2026-07-29,14,36,2026-07-07,https://github.com/mlco2/ecologits/blob/main/README.md,https://github.com/mlco2/ecologits/blob/main/LICENSE,,https://github.com/mlco2/ecologits/blob/main/docs/contributing.md,,,https://api.github.com/repos/mlco2/ecologits/dependency-graph/sbom,https://doi.org/10.21105/joss.07471,,,,,,,,,,,2026-07-29 00:03,2026-08-06 07:38,2026-08-06 07:38
embedding-fingerprints,software,Embedding Fingerprints,"Given an embedding vector, identifies which model produced it by classifying characteristic numerical patterns in the model's output distribution. No LICENSE file or license declaration was found in the repo -- flagged for review, do not assume a permissive license.",,Python,https://embedding-inversion-demo.jina.ai,https://github.com/jina-ai/embedding-fingerprints,,,,22,1,0,1,2026-03-07,0,0,,https://github.com/jina-ai/embedding-fingerprints/blob/main/README.md,,,,,,,,,,,,,,,,,,2026-07-28 13:43,2026-08-06 07:38,2026-08-06 07:38
erasure,software,ERASURE,"Extensible framework for defining and running machine unlearning experiments, with 13+ pre-built unlearning methods for systematic comparative evaluation.",CC0-1.0,Python,https://github.com/aiim-research/ERASURE,https://github.com/aiim-research/ERASURE.git,,,,22,4,4,6,2026-01-14,0,0,,https://github.com/aiim-research/ERASURE/blob/main/README.md,https://github.com/aiim-research/ERASURE/blob/main/LICENSE,,,,,,,,,,,,,,,,,2026-07-29 00:03,2026-08-06 07:38,2026-08-06 07:38
euconform,software,EuConform,"EU AI Act compliance tool performing risk classification and bias testing (via CrowS-Pairs), running entirely offline.",MIT,TypeScript,https://github.com/Hiepler/EuConform,https://github.com/Hiepler/EuConform.git,,,,123,5,0,2,2026-07-01,0,11,2026-04-27,https://github.com/Hiepler/EuConform/blob/main/README.md,https://github.com/Hiepler/EuConform/blob/main/LICENSE,,https://github.com/Hiepler/EuConform/blob/main/CONTRIBUTING.md,https://github.com/Hiepler/EuConform/blob/main/CODE_OF_CONDUCT.md,https://github.com/Hiepler/EuConform/blob/main/SECURITY.md,,,,,,,,,,,,,2026-07-29 02:46,2026-08-06 07:38,2026-08-06 07:38
evidently,software,Evidently,"Open-source framework for evaluating, testing and monitoring ML and LLM systems, with 100+ metrics from data drift to LLM judges, pass/fail test suites for CI/CD, and a self-hostable monitoring dashboard.",Apache-2.0,Jupyter Notebook,https://github.com/evidentlyai/evidently,https://github.com/evidentlyai/evidently.git,,,,7786,895,54,97,2026-08-05,294,124,2026-03-10,https://github.com/evidentlyai/evidently/blob/main/README.md,https://github.com/evidentlyai/evidently/blob/main/LICENSE,,https://github.com/evidentlyai/evidently/blob/main/CONTRIBUTING.md,,,,,,,https://scorecard.dev/viewer/?uri=github.com/evidentlyai/evidently,3.5,-1,3,0,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
ezkl,software,EZKL,"Engine that generates zero-knowledge proofs (zk-SNARKs) of deep-learning model inference, usable from Python, JavaScript, or the CLI. No LICENSE file or license declaration was found in the repo -- flagged for review, do not assume a permissive license.",,Rust,https://docs.ezkl.xyz/,https://github.com/zkonduit/ezkl,https://docs.ezkl.xyz/,,,1219,212,22,40,2026-02-20,43,60,2026-02-20,https://github.com/zkonduit/ezkl/blob/main/README.md,,,,,https://github.com/zkonduit/ezkl/blob/main/.github/SECURITY.md,https://api.github.com/repos/zkonduit/ezkl/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 13:43,2026-08-06 07:38,2026-08-06 07:38
f-uji,software,F-UJI,"FAIRsFAIR Research Data Object Assessment Service -- automatically scores a dataset's Findability, Accessibility, Interoperability and Reusability against the FAIR principles.",MIT,Python,https://www.f-uji.net,https://github.com/pangaea-data-publisher/fuji.git,,,,79,52,8,21,2026-08-01,31,15,2025-10-14,https://github.com/pangaea-data-publisher/fuji/blob/master/README.md,https://github.com/pangaea-data-publisher/fuji/blob/master/LICENSE,,https://github.com/pangaea-data-publisher/fuji/blob/master/CONTRIBUTING.md,,,https://api.github.com/repos/pangaea-data-publisher/fuji/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:46,2026-08-06 07:38,2026-08-06 07:38
fairlearn,software,Fairlearn,"Python package for assessing and mitigating group-fairness harms in AI systems, combining disaggregated fairness metrics for model assessment with a set of unfairness mitigation algorithms.",MIT,Python,https://fairlearn.org,https://github.com/fairlearn/fairlearn.git,,,,2267,510,38,122,2026-07-26,126,18,2026-06-08,https://github.com/fairlearn/fairlearn/blob/main/README.rst,https://github.com/fairlearn/fairlearn/blob/main/LICENSE,,,,,https://api.github.com/repos/fairlearn/fairlearn/dependency-graph/sbom,http://jmlr.org/papers/v24/23-0389.html,,,https://scorecard.dev/viewer/?uri=github.com/fairlearn/fairlearn,5.7,-1,10,10,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
flowcept,software,Flowcept,"Runtime provenance capture and queryable database for AI/ML and scientific workflows -- what data was used/generated, where it ran, and how workflow artifacts relate to each other, with a Python API, CLI, REST API and web UI.",MIT,Python,https://github.com/ORNL/flowcept,https://github.com/ORNL/flowcept.git,,,,29,14,2,19,2026-07-20,18,132,2026-07-20,https://github.com/ORNL/flowcept/blob/main/README.md,https://github.com/ORNL/flowcept/blob/main/LICENSE,,https://github.com/ORNL/flowcept/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/ORNL/flowcept/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:38,2026-08-06 07:38,2026-08-06 07:38
flower,software,Flower,Friendly federated learning framework for training models across decentralised data without centralising it.,Apache-2.0,Python,https://github.com/flwrlabs/flower,https://github.com/flwrlabs/flower.git,,,,7063,1214,41,166,2026-08-06,368,50,2026-08-05,https://github.com/flwrlabs/flower/blob/main/README.md,https://github.com/flwrlabs/flower/blob/main/LICENSE,,https://github.com/flwrlabs/flower/blob/main/CONTRIBUTING.md,https://github.com/flwrlabs/flower/blob/main/.github/CODE_OF_CONDUCT.md,,https://api.github.com/repos/flwrlabs/flower/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38
fossology,software,FOSSology,"Open-source license-compliance system and CLI toolkit that scans files for license, copyright and export-control declarations, deduplicates findings across a whole codebase, and generates SPDX documents.",GPL-2.0,PHP,https://fossology.github.io/,https://github.com/fossology/fossology.git,,,,1011,632,50,185,2026-08-04,285,53,2026-06-11,https://github.com/fossology/fossology/blob/master/README.md,https://github.com/fossology/fossology/blob/master/LICENSE,,https://github.com/fossology/fossology/blob/master/CONTRIBUTING.md,,,https://api.github.com/repos/fossology/fossology/dependency-graph/sbom,,https://www.bestpractices.dev/projects/2395,in_progress,https://scorecard.dev/viewer/?uri=github.com/fossology/fossology,5.1,4,10,10,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
frai,software,FRAI,"Open-source CLI + SDK toolkit that scans code, collects compliance evidence, and generates model cards, risk files and evaluation reports.",MIT,JavaScript,https://github.com/sebuzdugan/frai,https://github.com/sebuzdugan/frai.git,,,,52,4,0,2,2026-08-05,0,0,,https://github.com/sebuzdugan/frai/blob/main/README.md,https://github.com/sebuzdugan/frai/blob/main/LICENSE,,,,,,,,,,,,,,,,,2026-07-29 00:11,2026-08-06 07:38,2026-08-06 07:38
garak,software,garak,"Command-line LLM vulnerability scanner that runs a large library of static, dynamic and adaptive probes with per-probe detectors against Hugging Face, OpenAI, Bedrock, Replicate, litellm, gguf and REST-accessible models.",Apache-2.0,Python,https://github.com/NVIDIA/garak,https://github.com/NVIDIA/garak.git,,,,8710,1146,56,120,2026-08-04,378,32,2026-08-04,https://github.com/NVIDIA/garak/blob/main/README.md,https://github.com/NVIDIA/garak/blob/main/LICENSE,,https://github.com/NVIDIA/garak/blob/main/CONTRIBUTING.md,https://github.com/NVIDIA/garak/blob/main/CODE_OF_CONDUCT.md,https://github.com/NVIDIA/garak/blob/main/SECURITY.md,https://api.github.com/repos/NVIDIA/garak/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
gce-tcb-verifier,software,GCE TCB Verifier,"Google's tools for creating and verifying signed 'launch endorsements' (golden firmware measurements) for Google Compute Engine Confidential VM firmware (SEV-SNP), letting a verifier check a VM's measurement against the golden reference.",Apache-2.0,Go,https://github.com/google/gce-tcb-verifier,https://github.com/google/gce-tcb-verifier,,,,28,8,5,7,2026-05-21,7,5,2025-03-01,https://github.com/google/gce-tcb-verifier/blob/main/README.md,https://github.com/google/gce-tcb-verifier/blob/main/LICENSE,,https://github.com/google/gce-tcb-verifier/blob/main/CONTRIBUTING.md,https://github.com/google/.github/blob/master/CODE_OF_CONDUCT.md,,https://api.github.com/repos/google/gce-tcb-verifier/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 15:27,2026-08-06 07:38,2026-08-06 07:38
gcp-dlp-pdf-redaction,software,DLP PDF Redaction,"Serverless, Terraform-deployable pipeline that automatically redacts sensitive information from PDF documents using Google Cloud DLP, Workflows and Cloud Run.",Apache-2.0,HCL,https://github.com/GoogleCloudPlatform/dlp-pdf-redaction,https://github.com/GoogleCloudPlatform/dlp-pdf-redaction.git,,,,67,29,80,6,2026-02-20,5,1,2023-01-27,https://github.com/GoogleCloudPlatform/dlp-pdf-redaction/blob/main/README.md,https://github.com/GoogleCloudPlatform/dlp-pdf-redaction/blob/main/LICENSE,,https://github.com/GoogleCloudPlatform/dlp-pdf-redaction/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/GoogleCloudPlatform/dlp-pdf-redaction/dependency-graph/sbom,,,,,,,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
getprovenant-provenant,software,Provenant,"Fast Rust scanner that detects licenses, copyrights and package/provenance metadata across many ecosystems, builds full SBOMs with a closed dependency graph, and gates CI on license policy.",Apache-2.0,Rust,https://getprovenant.github.io,https://github.com/getprovenant/provenant.git,,,,40,5,3,6,2026-08-06,53,65,2026-07-24,https://github.com/getprovenant/provenant/blob/main/README.md,https://github.com/getprovenant/provenant/blob/main/LICENSE,,https://github.com/getprovenant/provenant/blob/main/CONTRIBUTING.md,,https://github.com/getprovenant/provenant/blob/main/SECURITY.md,https://api.github.com/repos/getprovenant/provenant/dependency-graph/sbom,,,,,,,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
giskard,software,Giskard,"Open-source evaluation and testing library for LLM agents and ML models, scanning for vulnerabilities, bias, and other weaknesses.",Apache-2.0,Python,https://github.com/Giskard-AI/giskard-oss,https://github.com/Giskard-AI/giskard-oss.git,,https://github.com/sponsors/Giskard-AI,,5739,513,41,86,2026-08-06,58,117,2026-08-06,https://github.com/Giskard-AI/giskard-oss/blob/main/README.md,https://github.com/Giskard-AI/giskard-oss/blob/main/LICENSE,,https://github.com/Giskard-AI/giskard-oss/blob/main/CONTRIBUTING.md,https://github.com/Giskard-AI/giskard-oss/blob/main/CODE_OF_CONDUCT.md,https://github.com/Giskard-AI/giskard-oss/blob/main/SECURITY.md,https://api.github.com/repos/Giskard-AI/giskard-oss/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38
google-differential-privacy,software,Google Differential Privacy,"Google's differential privacy libraries for generating (epsilon, delta)-DP statistics over datasets, including end-to-end frameworks for Apache Beam and JVM data pipelines.",Apache-2.0,Go; C++; Java,,https://github.com/google/differential-privacy,,,,3340,428,118,35,2026-07-29,59,10,2026-02-06,https://github.com/google/differential-privacy/blob/main/README.md,https://github.com/google/differential-privacy/blob/main/LICENSE,,https://github.com/google/differential-privacy/blob/main/CONTRIBUTING.md,https://github.com/google/.github/blob/master/CODE_OF_CONDUCT.md,,https://api.github.com/repos/google/differential-privacy/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/google/differential-privacy,5.2,0,1,10,,,,2026-07-28 20:14,2026-08-06 07:38,2026-08-06 07:38
granite-guardian,software,Granite Guardian,"Family of compact judge models that classify LLM prompts and responses for safety risks (jailbreak, bias, violence, sexual content), RAG hallucination/groundedness, and agentic function-call correctness, with support for custom criteria.",Apache-2.0,Jupyter Notebook,https://www.ibm.com/granite/docs/models/guardian,https://github.com/ibm-granite/granite-guardian,,,,166,18,9,7,2026-05-05,10,0,,https://github.com/ibm-granite/granite-guardian/blob/main/README.md,https://github.com/ibm-granite/granite-guardian/blob/main/LICENSE,,,,,,,,,,,,,,,,,2026-07-29 11:29,2026-08-06 07:38,2026-08-06 07:38
guardrailsai,software,Guardrails AI,"Python framework that wraps LLM calls in composable Input and Output Guards built from Hub validators, detecting and quantifying specific risk types in prompts and responses and triggering configurable on-failure actions.",Apache-2.0,Python,https://www.guardrailsai.com/docs,https://github.com/guardrails-ai/guardrails.git,,,,7257,667,41,79,2026-08-05,84,68,2026-06-04,https://github.com/guardrails-ai/guardrails/blob/main/README.md,https://github.com/guardrails-ai/guardrails/blob/main/LICENSE,,https://github.com/guardrails-ai/guardrails/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/guardrails-ai/guardrails/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
heartbench,software,HeartBench,"Rubric-scored benchmark of 296 multi-turn dialogues and 2,818 expert-authored criteria measuring anthropomorphic capabilities of LLMs across personality, emotion, social, morality and motivation dimensions.",Apache-2.0,Python,https://github.com/inclusionAI/HeartBench,https://github.com/inclusionAI/HeartBench.git,,,,48,3,4,1,2026-01-07,2,0,,https://github.com/inclusionAI/HeartBench/blob/main/README.md,https://github.com/inclusionAI/HeartBench/blob/main/LICENSE,,,,,,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
icx360,software,ICX360,"Toolkit of context-attribution explainability methods for LLMs: MExGen attributes generated text to parts of the input context, CELL builds contrastive edited prompts to show what drives different outputs, and Token Highlighter flags gradient-critical tokens for jailbreak detection.",Apache-2.0,Python,https://github.com/IBM/ICX360,https://github.com/IBM/ICX360,https://arxiv.org/abs/2511.10879,,,70,7,0,5,2026-03-09,3,1,2025-09-16,https://github.com/IBM/ICX360/blob/main/README.md,https://github.com/IBM/ICX360/blob/main/LICENSE,,https://github.com/IBM/ICX360/blob/main/CONTRIBUTING.md,,,,,,,,,,,,,,,2026-07-29 11:29,2026-08-06 07:38,2026-08-06 07:38
imdl-benco,software,IMDL-BenCo,"Comprehensive, actively maintained benchmark and codebase for image manipulation detection and localization, distinguishing pristine images from edited/manipulated ones.",CC-BY-4.0,Python,https://scu-zjz.github.io/IMDLBenCo-doc/,https://github.com/scu-zjz/IMDLBenCo,https://scu-zjz.github.io/IMDLBenCo-doc/,,,310,52,17,16,2026-07-07,23,24,2026-06-10,https://github.com/scu-zjz/IMDLBenCo/blob/main/README.md,https://github.com/scu-zjz/IMDLBenCo/blob/main/LICENSE,,,,,https://api.github.com/repos/scu-zjz/IMDLBenCo/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 21:16,2026-08-06 07:38,2026-08-06 07:38
infosys-responsible-ai-toolkit,software,Infosys Responsible AI Toolkit,"Modular open-source toolkit spanning safety/security checks, multiple explainability methods, fairness metrics and mitigation, and RAG hallucination quantification.",MIT,Python,https://github.com/Infosys/Infosys-Responsible-AI-Toolkit,https://github.com/Infosys/Infosys-Responsible-AI-Toolkit.git,,,,304,77,27,8,2026-07-30,37,2,2025-08-14,https://github.com/Infosys/Infosys-Responsible-AI-Toolkit/blob/master/README.md,https://github.com/Infosys/Infosys-Responsible-AI-Toolkit/blob/master/LICENSE.md,,https://github.com/Infosys/Infosys-Responsible-AI-Toolkit/blob/master/CONTRIBUTING.md,,,https://api.github.com/repos/Infosys/Infosys-Responsible-AI-Toolkit/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 00:11,2026-08-06 07:38,2026-08-06 07:38
inspect,software,Inspect AI,"A Python framework from the UK AI Security Institute for building and running large language model evaluations, with built-in support for prompt engineering, tool use, multi-turn dialog and model-graded scoring.",MIT,Python,https://inspect.aisi.org.uk/,https://github.com/UKGovernmentBEIS/inspect_ai.git,,,,2481,630,19,283,2026-08-05,256,0,,https://github.com/UKGovernmentBEIS/inspect_ai/blob/main/README.md,https://github.com/UKGovernmentBEIS/inspect_ai/blob/main/LICENSE,,https://github.com/UKGovernmentBEIS/inspect_ai/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/UKGovernmentBEIS/inspect_ai/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
intellabs-atlas-cli,software,Atlas CLI,"CLI for creating, cryptographically signing and verifying C2PA provenance/authenticity manifests for ML models and datasets, with provenance links and transparency-log storage.",Apache-2.0,Rust,https://github.com/IntelLabs/atlas-cli,https://github.com/IntelLabs/atlas-cli.git,,,,22,4,4,6,2026-07-27,16,3,2026-05-23,https://github.com/IntelLabs/atlas-cli/blob/main/README.md,https://github.com/IntelLabs/atlas-cli/blob/main/LICENSE,,https://github.com/IntelLabs/atlas-cli/blob/main/CONTRIBUTING.md,https://github.com/IntelLabs/atlas-cli/blob/main/CODE_OF_CONDUCT.md,https://github.com/IntelLabs/atlas-cli/blob/main/SECURITY.md,https://api.github.com/repos/IntelLabs/atlas-cli/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/IntelLabs/atlas-cli,7.2,3,5,7,7,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
itext-pdfsweep-java,software,iText pdfSweep,"Java PDF redaction add-on that removes selected text, images or regions from documents entirely so the underlying content can no longer be extracted.",AGPL-3.0-or-later,Java,https://itextpdf.com/en/products/itext-7/pdfsweep,https://github.com/itext/itext-pdfsweep-java.git,,,,47,15,11,36,2026-08-05,0,25,2026-07-08,https://github.com/itext/itext-pdfsweep-java/blob/develop/README.md,,,https://github.com/itext/itext-pdfsweep-java/blob/develop/CONTRIBUTING.md,https://github.com/itext/itext-pdfsweep-java/blob/develop/CODE_OF_CONDUCT.md,https://github.com/itext/itext-pdfsweep-java/blob/develop/SECURITY.md,https://api.github.com/repos/itext/itext-pdfsweep-java/dependency-graph/sbom,,,,,,,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
jiff,software,JIFF,"JavaScript library for building applications using secure multi-party computation, usable in browser, mobile, or Node.js.",MIT,JavaScript,,https://github.com/multiparty/jiff,,,,274,52,18,29,2026-02-13,53,0,,https://github.com/multiparty/jiff/blob/master/README.md,https://github.com/multiparty/jiff/blob/master/LICENSE,,https://github.com/multiparty/jiff/blob/master/CONTRIBUTING.md,,,https://api.github.com/repos/multiparty/jiff/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 20:14,2026-08-06 07:38,2026-08-06 07:38
kadir-cloakrs,software,cloakrs,"Rust library and CLI that detects and masks PII across text, logs, JSON, CSV and SQL dumps using universal and locale-specific recognizers.",MIT,Rust,https://github.com/kadir/cloakrs,https://github.com/kadir/cloakrs.git,,,,54,1,0,1,2026-05-24,0,3,2026-05-24,https://github.com/kadir/cloakrs/blob/master/README.md,https://github.com/kadir/cloakrs/blob/master/LICENSE.md,,https://github.com/kadir/cloakrs/blob/master/CONTRIBUTING.md,,,,,,,,,,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
karant-autoredact,software,AutoRedact,"Client-side image redaction tool (browser and CLI) that uses local OCR to detect and blur PII such as emails, IPs, credit cards and API keys, with batch processing.",GPL-3.0,TypeScript,https://autoredact.karant.dev,https://github.com/karant-dev/AutoRedact.git,,,,78,2,1,3,2026-07-29,8,7,2026-05-02,https://github.com/karant-dev/AutoRedact/blob/main/README.md,https://github.com/karant-dev/AutoRedact/blob/main/LICENSE,,https://github.com/karant-dev/AutoRedact/blob/main/CONTRIBUTING.md,,https://github.com/karant-dev/AutoRedact/blob/main/SECURITY.md,https://api.github.com/repos/karant-dev/AutoRedact/dependency-graph/sbom,,,,,,,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
leey21-data-lineage,software,Data Lineage (Tracing the Roots),"Multi-agent framework that reconstructs lineage graphs for post-training LLM datasets by tracing reuse, refinement, merging and derivation signals from Hugging Face dataset cards, GitHub, blogs and papers.",,Python,https://github.com/Leey21/data-lineage,https://github.com/Leey21/data-lineage.git,,,,26,1,1,1,2026-05-27,1,0,,https://github.com/Leey21/data-lineage/blob/main/README.md,,,,,,,,,,,,,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
